capability_id,department_code,department_name,symptom_code,canonical_symptom_name,keyword_variant,service_type,body_area,age_min,age_max,gender_scope,pregnancy_scope,default_priority,can_receive_direct,requires_referral,is_active,validation_status
CAP-0128,NEURO,Thần kinh,LIMB_WEAKNESS,Yếu chi,cảm giác khó nâng tay,Khám thần kinh,NEURO,16,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0129,ER,Cấp cứu,LIMB_WEAKNESS,Yếu chi,chan khong co luc may hom nay,Hồi sức ban đầu,NEURO,0,120,ALL,ANY,EMERGENCY,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0130,NEURO,Thần kinh,LIMB_WEAKNESS,Yếu chi,yếu tay nhẹ,Đánh giá vận động,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0131,NEURO,Thần kinh,LIMB_WEAKNESS,Yếu chi,yếu chân nhiều,Khám thần kinh,NEURO,16,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0132,NEURO,Thần kinh,LIMB_WEAKNESS,Yếu chi,tay chân yếu liên tục,Khám thần kinh,NEURO,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0133,NEURO,Thần kinh,LIMB_WEAKNESS,Yếu chi,kho nang tay tung luc,Đánh giá vận động,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0134,NEURO,Thần kinh,LIMB_WEAKNESS,Yếu chi,chân khôn có lực,Đánh giá đau đầu chóng mặt,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0135,NEURO,Thần kinh,LIMB_WEAKNESS,Yếu chi,yếu tay,Đánh giá đau đầu chóng mặt,NEURO,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0136,NEURO,Thần kinh,LIMB_WEAKNESS,Yếu chi,tôi yếu chân,Đánh giá vận động,NEURO,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0137,NEURO,Thần kinh,LIMB_WEAKNESS,Yếu chi,hay tay chan yeu,Đánh giá vận động,NEURO,16,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0138,NEURO,Thần kinh,LIMB_WEAKNESS,Yếu chi,cảm giác khóó nâng tay,Khám thần kinh,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0139,NEURO,Thần kinh,LIMB_WEAKNESS,Yếu chi,chân không có lực mấy hôm nay,Đánh giá đau đầu chóng mặt,NEURO,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0140,NEURO,Thần kinh,LIMB_WEAKNESS,Yếu chi,tay chân yếu liênn tục,Đánh giá vận động,NEURO,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0141,NEURO,Thần kinh,TREMOR,Run tay,tay bi rung lien tuc,Đánh giá đau đầu chóng mặt,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0142,ENDO,Nội tiết,TREMOR,Run tay,run đầu ngón tay từng úlc,Khám nội tiết,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0143,ENDO,Nội tiết,TREMOR,Run tay,tay run khi cầm đồ,Đánh giá cân nặng và khát nhiều,NEURO,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0144,NEURO,Thần kinh,TREMOR,Run tay,bị rung tay,Đánh giá vận động,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0145,NEURO,Thần kinh,TREMOR,Run tay,toi run tay,Đánh giá đau đầu chóng mặt,NEURO,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0146,ENDO,Nội tiết,TREMOR,Run tay,hay ta bị rung,Đánh giá chuyển hóa,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0147,ENDO,Nội tiết,TREMOR,Run tay,cảm giác run đầu ngón tay,Đánh giá chuyển hóa,NEURO,16,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0148,NEURO,Thần kinh,TREMOR,Run tay,tay run khi cầm đồ mấy hôm nay,Đánh giá vận động,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0149,NEURO,Thần kinh,TREMOR,Run tay,rung tay nhe,Khám thần kinh,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0150,ENDO,Nội tiết,TREMOR,Run tay,rnu tay nhiều,Khám nội tiết,NEURO,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0151,ENDO,Nội tiết,TREMOR,Run tay,tay rung liên tục,Đánh giá cân nặng và khát nhiều,NEURO,16,120,ALL,ANY,NORMAL,true,true,true,SYNTHETIC_UNVALIDATED
CAP-0152,ENDO,Nội tiết,TREMOR,Run tay,run đầu ngón tay từng lúc,Đánh giá cân nặng và khát nhiều,NEURO,16,120,ALL,ANY,HIGH,true,true,true,SYNTHETIC_UNVALIDATED
CAP-0153,NEURO,Thần kinh,TREMOR,Run tay,tay run khi cam do,Đánh giá vận động,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0154,ENDO,Nội tiết,TREMOR,Run tay,ị rung tay,Đánh giá cân nặng và khát nhiều,NEURO,16,120,ALL,ANY,NORMAL,true,true,true,SYNTHETIC_UNVALIDATED
CAP-0155,ENDO,Nội tiết,TREMOR,Run tay,run tay,Đánh giá chuyển hóa,NEURO,16,120,ALL,ANY,LOW,true,true,true,SYNTHETIC_UNVALIDATED
CAP-0156,NEURO,Thần kinh,TREMOR,Run tay,hay tay bị rung,Đánh giá vận động,NEURO,16,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0157,NEURO,Thần kinh,TREMOR,Run tay,cam giac run dau ngon tay,Đánh giá vận động,NEURO,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0158,NEURO,Thần kinh,TREMOR,Run tay,tay run khi cmầ đồ mấy hôm nay,Đánh giá vận động,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0159,ENDO,Nội tiết,TREMOR,Run tay,rung tay nhẹ,Khám nội tiết,NEURO,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0160,ENDO,Nội tiết,TREMOR,Run tay,run tay nhiều,Khám nội tiết,NEURO,16,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0161,ENT,Tai Mũi Họng,EAR_PAIN,Đau tai,nhuc tai tung luc,Khám họng,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0162,ENT,Tai Mũi Họng,EAR_PAIN,Đau tai,buốt ai,Khám họng,EAR,0,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0163,ENT,Tai Mũi Họng,EAR_PAIN,Đau tai,đau trong tai,Khám tai,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0164,ENT,Tai Mũi Họng,EAR_PAIN,Đau tai,tôi đau một bên tai,Khám tai,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0165,ENT,Tai Mũi Họng,EAR_PAIN,Đau tai,hay dau tai,Khám họng,EAR,0,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0166,ENT,Tai Mũi Họng,EAR_PAIN,Đau tai,cảm giác nhức ati,Khám tai,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0167,ENT,Tai Mũi Họng,EAR_PAIN,Đau tai,buốt tai mấy hôm nay,Khám tai,EAR,0,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0168,ENT,Tai Mũi Họng,EAR_PAIN,Đau tai,đau trong tai nhẹ,Khám mũi,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0169,ENT,Tai Mũi Họng,EAR_PAIN,Đau tai,dau mot ben tai nhieu,Khám mũi,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0170,ENT,Tai Mũi Họng,EAR_PAIN,Đau tai,đau ai liên tục,Khám mũi,EAR,0,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0171,ENT,Tai Mũi Họng,EAR_PAIN,Đau tai,nhức tai từng lúc,Khám mũi,EAR,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0172,ENT,Tai Mũi Họng,EAR_PAIN,Đau tai,buốt tai,Khám mũi,EAR,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0173,ENT,Tai Mũi Họng,EAR_PAIN,Đau tai,bi dau trong tai,Khám tai,EAR,0,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0174,ENT,Tai Mũi Họng,EAR_PAIN,Đau tai,tôi đau mộột bên tai,Khám mũi,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0175,ENT,Tai Mũi Họng,EAR_PAIN,Đau tai,hay đau tai,Khám tai,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0176,ENT,Tai Mũi Họng,EAR_PAIN,Đau tai,cảm giác nhức tai,Khám tai,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0177,ENT,Tai Mũi Họng,EAR_PAIN,Đau tai,buot tai may hom nay,Khám họng,EAR,0,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0178,ENT,Tai Mũi Họng,EAR_PAIN,Đau tai,đđau trong tai nhẹ,Khám mũi,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0179,ENT,Tai Mũi Họng,EAR_PAIN,Đau tai,đau một bên tai nhiều,Khám mũi,EAR,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0180,ENT,Tai Mũi Họng,EAR_PAIN,Đau tai,đau tai liên tục,Khám họng,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0181,ENT,Tai Mũi Họng,EAR_DISCHARGE,Chảy dịch tai,tai chay nuoc,Khám họng,EAR,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0182,ENT,Tai Mũi Họng,EAR_DISCHARGE,Chảy dịch tai,bị có ủm ở tai,Khám họng,EAR,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0183,ENT,Tai Mũi Họng,EAR_DISCHARGE,Chảy dịch tai,dịch vàng trong tai,Khám họng,EAR,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0184,ENT,Tai Mũi Họng,EAR_DISCHARGE,Chảy dịch tai,hay tai bị ướt dịch,Khám mũi,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0185,ENT,Tai Mũi Họng,EAR_DISCHARGE,Chảy dịch tai,cam giac chay dich tai,Khám mũi,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0186,ENT,Tai Mũi Họng,EAR_DISCHARGE,Chảy dịch tai,taii chảy nước mấy hôm nay,Khám tai,EAR,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0187,ENT,Tai Mũi Họng,EAR_DISCHARGE,Chảy dịch tai,có mủ ở tai nhẹ,Khám tai,EAR,0,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0188,ENT,Tai Mũi Họng,EAR_DISCHARGE,Chảy dịch tai,dịch vàng trong tai nhiều,Khám tai,EAR,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0189,ENT,Tai Mũi Họng,EAR_DISCHARGE,Chảy dịch tai,tai bi uot dich lien tuc,Khám họng,EAR,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0190,ENT,Tai Mũi Họng,EAR_DISCHARGE,Chảy dịch tai,chả dịch tai từng lúc,Khám họng,EAR,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0191,ENT,Tai Mũi Họng,EAR_DISCHARGE,Chảy dịch tai,tai chảy nước,Khám họng,EAR,0,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0192,ENT,Tai Mũi Họng,EAR_DISCHARGE,Chảy dịch tai,bị có mủ ở tai,Khám họng,EAR,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0193,ENT,Tai Mũi Họng,EAR_DISCHARGE,Chảy dịch tai,toi dich vang trong tai,Khám mũi,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0194,ENT,Tai Mũi Họng,EAR_DISCHARGE,Chảy dịch tai,cảm giác chảy dịch tai,Khám mũi,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0195,ENT,Tai Mũi Họng,EAR_DISCHARGE,Chảy dịch tai,tai chảy nước mấy hôm nay,Khám mũi,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0196,ENT,Tai Mũi Họng,EAR_DISCHARGE,Chảy dịch tai,co mu o tai nhe,Khám mũi,EAR,0,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0197,ENT,Tai Mũi Họng,EAR_DISCHARGE,Chảy dịch tai,dịch vàng ttrong tai nhiều,Khám tai,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0198,ENT,Tai Mũi Họng,EAR_DISCHARGE,Chảy dịch tai,tai ướt dịch liên tục,Khám mũi,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0199,ENT,Tai Mũi Họng,EAR_DISCHARGE,Chảy dịch tai,chảy dịch tai từng lúc,Khám tai,EAR,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0200,ENT,Tai Mũi Họng,EAR_DISCHARGE,Chảy dịch tai,bị ccó mủ ở tai,Khám mũi,EAR,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0201,ENT,Tai Mũi Họng,HEARING_LOSS,Nghe kém,bi u tai kho nghe,Khám mũi,EAR,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0202,ENT,Tai Mũi Họng,HEARING_LOSS,Nghe kém,tôi ngh không rõ,Khám họng,EAR,0,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0203,ENT,Tai Mũi Họng,HEARING_LOSS,Nghe kém,hay giảm thính lực,Khám tai,EAR,0,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0204,ENT,Tai Mũi Họng,HEARING_LOSS,Nghe kém,cảm giác tai nghe nhỏ,Khám họng,EAR,0,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0205,ENT,Tai Mũi Họng,HEARING_LOSS,Nghe kém,nghe kem may hom nay,Khám họng,EAR,0,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0206,ENT,Tai Mũi Họng,HEARING_LOSS,Nghe kém,ù ta khó nghe nhẹ,Khám tai,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0207,ENT,Tai Mũi Họng,HEARING_LOSS,Nghe kém,nghe không rõ nhiều,Khám mũi,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0208,ENT,Tai Mũi Họng,HEARING_LOSS,Nghe kém,giảm thính lực liên tục,Khám họng,EAR,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0209,ENT,Tai Mũi Họng,HEARING_LOSS,Nghe kém,tai nghe nho tung luc,Khám mũi,EAR,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0210,ENT,Tai Mũi Họng,HEARING_LOSS,Nghe kém,nghe ékm,Khám tai,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0211,ENT,Tai Mũi Họng,HEARING_LOSS,Nghe kém,ù tai khó nghe,Khám mũi,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0212,ENT,Tai Mũi Họng,HEARING_LOSS,Nghe kém,tôi nghe không rõ,Khám họng,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0213,ENT,Tai Mũi Họng,HEARING_LOSS,Nghe kém,hay giam thinh luc,Khám mũi,EAR,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0214,ENT,Tai Mũi Họng,HEARING_LOSS,Nghe kém,cảm giác tai ngh nhỏ,Khám tai,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0215,ENT,Tai Mũi Họng,HEARING_LOSS,Nghe kém,nghe kém mấy hôm nay,Khám tai,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0216,ENT,Tai Mũi Họng,HEARING_LOSS,Nghe kém,ù tai khó nghe nhẹ,Khám mũi,EAR,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0217,ENT,Tai Mũi Họng,HEARING_LOSS,Nghe kém,nghe khong ro nhieu,Khám tai,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0218,ENT,Tai Mũi Họng,HEARING_LOSS,Nghe kém,giảm thính lực liên ục,Khám mũi,EAR,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0219,ENT,Tai Mũi Họng,HEARING_LOSS,Nghe kém,tai nghe nhỏ từng lúc,Khám tai,EAR,0,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0220,ENT,Tai Mũi Họng,HEARING_LOSS,Nghe kém,nghe kém,Khám tai,EAR,0,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0221,ENT,Tai Mũi Họng,NASAL_CONGESTION,Nghẹt mũi,toi tac mui,Khám mũi,NOSE,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0222,ENT,Tai Mũi Họng,NASAL_CONGESTION,Nghẹt mũi,hay khó thở bnằg mũi,Khám họng,NOSE,0,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0223,ENT,Tai Mũi Họng,NASAL_CONGESTION,Nghẹt mũi,cảm giác mũi bí,Khám tai,NOSE,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0224,ENT,Tai Mũi Họng,NASAL_CONGESTION,Nghẹt mũi,ngạt mũi mấy hôm nay,Khám mũi,NOSE,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0225,ENT,Tai Mũi Họng,NASAL_CONGESTION,Nghẹt mũi,nghet mui nhe,Khám tai,NOSE,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0226,ENT,Tai Mũi Họng,NASAL_CONGESTION,Nghẹt mũi,tắc mũũi nhiều,Khám mũi,NOSE,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0227,ENT,Tai Mũi Họng,NASAL_CONGESTION,Nghẹt mũi,khó thở bằng mũi liên tục,Khám mũi,NOSE,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0228,ENT,Tai Mũi Họng,NASAL_CONGESTION,Nghẹt mũi,mũi bị bí từng lúc,Khám mũi,NOSE,0,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0229,ENT,Tai Mũi Họng,NASAL_CONGESTION,Nghẹt mũi,ngat mui,Khám tai,NOSE,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0230,ENT,Tai Mũi Họng,NASAL_CONGESTION,Nghẹt mũi,bị nghẹtt mũi,Khám mũi,NOSE,0,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0231,ENT,Tai Mũi Họng,NASAL_CONGESTION,Nghẹt mũi,tắc mũi,Khám mũi,NOSE,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0232,ENT,Tai Mũi Họng,NASAL_CONGESTION,Nghẹt mũi,hay khó thở bằng mũi,Khám tai,NOSE,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0233,ENT,Tai Mũi Họng,NASAL_CONGESTION,Nghẹt mũi,cam giac mui bi bi,Khám tai,NOSE,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0234,ENT,Tai Mũi Họng,NASAL_CONGESTION,Nghẹt mũi,ngạt mũii mấy hôm nay,Khám tai,NOSE,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0235,ENT,Tai Mũi Họng,NASAL_CONGESTION,Nghẹt mũi,nghẹt mũi nhẹ,Khám họng,NOSE,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0236,ENT,Tai Mũi Họng,NASAL_CONGESTION,Nghẹt mũi,tắc mũi nhiều,Khám họng,NOSE,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0237,ENT,Tai Mũi Họng,NASAL_CONGESTION,Nghẹt mũi,kho tho bang mui lien tuc,Khám tai,NOSE,0,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0238,ENT,Tai Mũi Họng,NASAL_CONGESTION,Nghẹt mũi,mũi bị b từng lúc,Khám mũi,NOSE,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0239,ENT,Tai Mũi Họng,NASAL_CONGESTION,Nghẹt mũi,ngạt mũi,Khám mũi,NOSE,0,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0240,ENT,Tai Mũi Họng,NASAL_CONGESTION,Nghẹt mũi,bị nghẹt mũi,Khám họng,NOSE,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0241,RESP,Hô hấp,SORE_THROAT,Đau họng,hay rat hong,Đánh giá ho,THROAT,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0242,RESP,Hô hấp,SORE_THROAT,Đau họng,cảm gáic nuốt đau,Khám hô hấp,THROAT,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0243,RESP,Hô hấp,SORE_THROAT,Đau họng,họng rát mấy hôm nay,Khám hô hấp,THROAT,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0244,ENT,Tai Mũi Họng,SORE_THROAT,Đau họng,khó chịu trong họng nhẹ,Khám họng,THROAT,0,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0245,ENT,Tai Mũi Họng,SORE_THROAT,Đau họng,dau hong nhieu,Khám tai,THROAT,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0246,RESP,Hô hấp,SORE_THROAT,Đau họng,rát họng liên tục,Đánh giá khò khè,THROAT,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0247,RESP,Hô hấp,SORE_THROAT,Đau họng,nuốt đau từng lúc,Khám hô hấp,THROAT,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0248,ENT,Tai Mũi Họng,SORE_THROAT,Đau họng,họng bị rát,Khám tai,THROAT,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0249,RESP,Hô hấp,SORE_THROAT,Đau họng,bi kho chiu trong hong,Khám hô hấp,THROAT,16,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0250,RESP,Hô hấp,SORE_THROAT,Đau họng,tôi đau họng,Khám hô hấp,THROAT,16,120,ALL,ANY,LOW,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0251,RESP,Hô hấp,SORE_THROAT,Đau họng,hay rát họng,Đánh giá khò khè,THROAT,16,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0252,ENT,Tai Mũi Họng,SORE_THROAT,Đau họng,cảm giác nuốt đau,Khám mũi,THROAT,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0253,ENT,Tai Mũi Họng,SORE_THROAT,Đau họng,hong bi rat may hom nay,Khám tai,THROAT,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0254,ENT,Tai Mũi Họng,SORE_THROAT,Đau họng,khó chịu trong ọhng nhẹ,Khám mũi,THROAT,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0255,RESP,Hô hấp,SORE_THROAT,Đau họng,đau họng nhiều,Khám hô hấp,THROAT,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0256,ENT,Tai Mũi Họng,SORE_THROAT,Đau họng,nuot dau tung luc,Khám mũi,THROAT,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0257,RESP,Hô hấp,SORE_THROAT,Đau họng,khó chịu trong họng,Đánh giá ho,THROAT,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0258,RESP,Hô hấp,SORE_THROAT,Đau họng,cảm giác nuốt đauu,Đánh giá ho,THROAT,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0259,ENT,Tai Mũi Họng,SORE_THROAT,Đau họng,rát họng lin tục,Khám mũi,THROAT,0,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0260,RESP,Hô hấp,SORE_THROAT,Đau họng,ôti đau họng,Đánh giá khò khè,THROAT,16,120,ALL,ANY,HIGH,true,false,true,SYNTHETIC_UNVALIDATED
CAP-0261,ENT,Tai Mũi Họng,HOARSENESS,Khàn tiếng,cam giac mat tieng,Khám tai,THROAT,0,120,ALL,ANY,NORMAL,true,false,true,SYNTHETIC_UNVALIDATED
