dictionary_id,symptom_code,canonical_name,synonym_vi,no_diacritic_form,body_area,suggested_departments_json,is_red_flag_candidate,negation_example,language,validation_status
SYM-007-17,LIMB_WEAKNESS,Yếu chi,hay tay chan yeu,hay tay chan yeu,NEURO,"[""NEURO"",""ER""]",true,không yếu tay,vi,SYNTHETIC_UNVALIDATED
SYM-007-18,LIMB_WEAKNESS,Yếu chi,cảm giác khóó nâng tay,cam giac khoo nang tay,NEURO,"[""NEURO"",""ER""]",true,không yếu tay,vi,SYNTHETIC_UNVALIDATED
SYM-007-19,LIMB_WEAKNESS,Yếu chi,chân không có lực mấy hôm nay,chan khong co luc may hom nay,NEURO,"[""NEURO"",""ER""]",true,không yếu tay,vi,SYNTHETIC_UNVALIDATED
SYM-007-20,LIMB_WEAKNESS,Yếu chi,tay chân yếu liênn tục,tay chan yeu lienn tuc,NEURO,"[""NEURO"",""ER""]",true,không yếu tay,vi,SYNTHETIC_UNVALIDATED
SYM-008-01,TREMOR,Run tay,tay bi rung lien tuc,tay bi rung lien tuc,NEURO,"[""NEURO"",""ENDO""]",false,không run tay,vi,SYNTHETIC_UNVALIDATED
SYM-008-02,TREMOR,Run tay,run đầu ngón tay từng úlc,run dau ngon tay tung ulc,NEURO,"[""NEURO"",""ENDO""]",false,không run tay,vi,SYNTHETIC_UNVALIDATED
SYM-008-03,TREMOR,Run tay,tay run khi cầm đồ,tay run khi cam do,NEURO,"[""NEURO"",""ENDO""]",false,không run tay,vi,SYNTHETIC_UNVALIDATED
SYM-008-04,TREMOR,Run tay,bị rung tay,bi rung tay,NEURO,"[""NEURO"",""ENDO""]",false,không run tay,vi,SYNTHETIC_UNVALIDATED
SYM-008-05,TREMOR,Run tay,toi run tay,toi run tay,NEURO,"[""NEURO"",""ENDO""]",false,không run tay,vi,SYNTHETIC_UNVALIDATED
SYM-008-06,TREMOR,Run tay,hay ta bị rung,hay ta bi rung,NEURO,"[""NEURO"",""ENDO""]",false,không run tay,vi,SYNTHETIC_UNVALIDATED
SYM-008-07,TREMOR,Run tay,cảm giác run đầu ngón tay,cam giac run dau ngon tay,NEURO,"[""NEURO"",""ENDO""]",false,không run tay,vi,SYNTHETIC_UNVALIDATED
SYM-008-08,TREMOR,Run tay,tay run khi cầm đồ mấy hôm nay,tay run khi cam do may hom nay,NEURO,"[""NEURO"",""ENDO""]",false,không run tay,vi,SYNTHETIC_UNVALIDATED
SYM-008-09,TREMOR,Run tay,rung tay nhe,rung tay nhe,NEURO,"[""NEURO"",""ENDO""]",false,không run tay,vi,SYNTHETIC_UNVALIDATED
SYM-008-10,TREMOR,Run tay,rnu tay nhiều,rnu tay nhieu,NEURO,"[""NEURO"",""ENDO""]",false,không run tay,vi,SYNTHETIC_UNVALIDATED
SYM-008-11,TREMOR,Run tay,tay rung liên tục,tay rung lien tuc,NEURO,"[""NEURO"",""ENDO""]",false,không run tay,vi,SYNTHETIC_UNVALIDATED
SYM-008-12,TREMOR,Run tay,run đầu ngón tay từng lúc,run dau ngon tay tung luc,NEURO,"[""NEURO"",""ENDO""]",false,không run tay,vi,SYNTHETIC_UNVALIDATED
SYM-008-13,TREMOR,Run tay,tay run khi cam do,tay run khi cam do,NEURO,"[""NEURO"",""ENDO""]",false,không run tay,vi,SYNTHETIC_UNVALIDATED
SYM-008-14,TREMOR,Run tay,ị rung tay,i rung tay,NEURO,"[""NEURO"",""ENDO""]",false,không run tay,vi,SYNTHETIC_UNVALIDATED
SYM-008-15,TREMOR,Run tay,run tay,run tay,NEURO,"[""NEURO"",""ENDO""]",false,không run tay,vi,SYNTHETIC_UNVALIDATED
SYM-008-16,TREMOR,Run tay,hay tay bị rung,hay tay bi rung,NEURO,"[""NEURO"",""ENDO""]",false,không run tay,vi,SYNTHETIC_UNVALIDATED
SYM-008-17,TREMOR,Run tay,cam giac run dau ngon tay,cam giac run dau ngon tay,NEURO,"[""NEURO"",""ENDO""]",false,không run tay,vi,SYNTHETIC_UNVALIDATED
SYM-008-18,TREMOR,Run tay,tay run khi cmầ đồ mấy hôm nay,tay run khi cma do may hom nay,NEURO,"[""NEURO"",""ENDO""]",false,không run tay,vi,SYNTHETIC_UNVALIDATED
SYM-008-19,TREMOR,Run tay,rung tay nhẹ,rung tay nhe,NEURO,"[""NEURO"",""ENDO""]",false,không run tay,vi,SYNTHETIC_UNVALIDATED
SYM-008-20,TREMOR,Run tay,run tay nhiều,run tay nhieu,NEURO,"[""NEURO"",""ENDO""]",false,không run tay,vi,SYNTHETIC_UNVALIDATED
SYM-009-01,EAR_PAIN,Đau tai,nhuc tai tung luc,nhuc tai tung luc,EAR,"[""ENT""]",false,không đau tai,vi,SYNTHETIC_UNVALIDATED
SYM-009-02,EAR_PAIN,Đau tai,buốt ai,buot ai,EAR,"[""ENT""]",false,không đau tai,vi,SYNTHETIC_UNVALIDATED
SYM-009-03,EAR_PAIN,Đau tai,đau trong tai,dau trong tai,EAR,"[""ENT""]",false,không đau tai,vi,SYNTHETIC_UNVALIDATED
SYM-009-04,EAR_PAIN,Đau tai,tôi đau một bên tai,toi dau mot ben tai,EAR,"[""ENT""]",false,không đau tai,vi,SYNTHETIC_UNVALIDATED
SYM-009-05,EAR_PAIN,Đau tai,hay dau tai,hay dau tai,EAR,"[""ENT""]",false,không đau tai,vi,SYNTHETIC_UNVALIDATED
SYM-009-06,EAR_PAIN,Đau tai,cảm giác nhức ati,cam giac nhuc ati,EAR,"[""ENT""]",false,không đau tai,vi,SYNTHETIC_UNVALIDATED
SYM-009-07,EAR_PAIN,Đau tai,buốt tai mấy hôm nay,buot tai may hom nay,EAR,"[""ENT""]",false,không đau tai,vi,SYNTHETIC_UNVALIDATED
SYM-009-08,EAR_PAIN,Đau tai,đau trong tai nhẹ,dau trong tai nhe,EAR,"[""ENT""]",false,không đau tai,vi,SYNTHETIC_UNVALIDATED
SYM-009-09,EAR_PAIN,Đau tai,dau mot ben tai nhieu,dau mot ben tai nhieu,EAR,"[""ENT""]",false,không đau tai,vi,SYNTHETIC_UNVALIDATED
SYM-009-10,EAR_PAIN,Đau tai,đau ai liên tục,dau ai lien tuc,EAR,"[""ENT""]",false,không đau tai,vi,SYNTHETIC_UNVALIDATED
SYM-009-11,EAR_PAIN,Đau tai,nhức tai từng lúc,nhuc tai tung luc,EAR,"[""ENT""]",false,không đau tai,vi,SYNTHETIC_UNVALIDATED
SYM-009-12,EAR_PAIN,Đau tai,buốt tai,buot tai,EAR,"[""ENT""]",false,không đau tai,vi,SYNTHETIC_UNVALIDATED
SYM-009-13,EAR_PAIN,Đau tai,bi dau trong tai,bi dau trong tai,EAR,"[""ENT""]",false,không đau tai,vi,SYNTHETIC_UNVALIDATED
SYM-009-14,EAR_PAIN,Đau tai,tôi đau mộột bên tai,toi dau moot ben tai,EAR,"[""ENT""]",false,không đau tai,vi,SYNTHETIC_UNVALIDATED
SYM-009-15,EAR_PAIN,Đau tai,hay đau tai,hay dau tai,EAR,"[""ENT""]",false,không đau tai,vi,SYNTHETIC_UNVALIDATED
SYM-009-16,EAR_PAIN,Đau tai,cảm giác nhức tai,cam giac nhuc tai,EAR,"[""ENT""]",false,không đau tai,vi,SYNTHETIC_UNVALIDATED
SYM-009-17,EAR_PAIN,Đau tai,buot tai may hom nay,buot tai may hom nay,EAR,"[""ENT""]",false,không đau tai,vi,SYNTHETIC_UNVALIDATED
SYM-009-18,EAR_PAIN,Đau tai,đđau trong tai nhẹ,ddau trong tai nhe,EAR,"[""ENT""]",false,không đau tai,vi,SYNTHETIC_UNVALIDATED
SYM-009-19,EAR_PAIN,Đau tai,đau một bên tai nhiều,dau mot ben tai nhieu,EAR,"[""ENT""]",false,không đau tai,vi,SYNTHETIC_UNVALIDATED
SYM-009-20,EAR_PAIN,Đau tai,đau tai liên tục,dau tai lien tuc,EAR,"[""ENT""]",false,không đau tai,vi,SYNTHETIC_UNVALIDATED
SYM-010-01,EAR_DISCHARGE,Chảy dịch tai,tai chay nuoc,tai chay nuoc,EAR,"[""ENT""]",false,không chảy dịch tai,vi,SYNTHETIC_UNVALIDATED
SYM-010-02,EAR_DISCHARGE,Chảy dịch tai,bị có ủm ở tai,bi co um o tai,EAR,"[""ENT""]",false,không chảy dịch tai,vi,SYNTHETIC_UNVALIDATED
SYM-010-03,EAR_DISCHARGE,Chảy dịch tai,dịch vàng trong tai,dich vang trong tai,EAR,"[""ENT""]",false,không chảy dịch tai,vi,SYNTHETIC_UNVALIDATED
SYM-010-04,EAR_DISCHARGE,Chảy dịch tai,hay tai bị ướt dịch,hay tai bi uot dich,EAR,"[""ENT""]",false,không chảy dịch tai,vi,SYNTHETIC_UNVALIDATED
SYM-010-05,EAR_DISCHARGE,Chảy dịch tai,cam giac chay dich tai,cam giac chay dich tai,EAR,"[""ENT""]",false,không chảy dịch tai,vi,SYNTHETIC_UNVALIDATED
SYM-010-06,EAR_DISCHARGE,Chảy dịch tai,taii chảy nước mấy hôm nay,taii chay nuoc may hom nay,EAR,"[""ENT""]",false,không chảy dịch tai,vi,SYNTHETIC_UNVALIDATED
SYM-010-07,EAR_DISCHARGE,Chảy dịch tai,có mủ ở tai nhẹ,co mu o tai nhe,EAR,"[""ENT""]",false,không chảy dịch tai,vi,SYNTHETIC_UNVALIDATED
SYM-010-08,EAR_DISCHARGE,Chảy dịch tai,dịch vàng trong tai nhiều,dich vang trong tai nhieu,EAR,"[""ENT""]",false,không chảy dịch tai,vi,SYNTHETIC_UNVALIDATED
SYM-010-09,EAR_DISCHARGE,Chảy dịch tai,tai bi uot dich lien tuc,tai bi uot dich lien tuc,EAR,"[""ENT""]",false,không chảy dịch tai,vi,SYNTHETIC_UNVALIDATED
SYM-010-10,EAR_DISCHARGE,Chảy dịch tai,chả dịch tai từng lúc,cha dich tai tung luc,EAR,"[""ENT""]",false,không chảy dịch tai,vi,SYNTHETIC_UNVALIDATED
SYM-010-11,EAR_DISCHARGE,Chảy dịch tai,tai chảy nước,tai chay nuoc,EAR,"[""ENT""]",false,không chảy dịch tai,vi,SYNTHETIC_UNVALIDATED
SYM-010-12,EAR_DISCHARGE,Chảy dịch tai,bị có mủ ở tai,bi co mu o tai,EAR,"[""ENT""]",false,không chảy dịch tai,vi,SYNTHETIC_UNVALIDATED
SYM-010-13,EAR_DISCHARGE,Chảy dịch tai,toi dich vang trong tai,toi dich vang trong tai,EAR,"[""ENT""]",false,không chảy dịch tai,vi,SYNTHETIC_UNVALIDATED
SYM-010-14,EAR_DISCHARGE,Chảy dịch tai,cảm giác chảy dịch tai,cam giac chay dich tai,EAR,"[""ENT""]",false,không chảy dịch tai,vi,SYNTHETIC_UNVALIDATED
SYM-010-15,EAR_DISCHARGE,Chảy dịch tai,tai chảy nước mấy hôm nay,tai chay nuoc may hom nay,EAR,"[""ENT""]",false,không chảy dịch tai,vi,SYNTHETIC_UNVALIDATED
SYM-010-16,EAR_DISCHARGE,Chảy dịch tai,co mu o tai nhe,co mu o tai nhe,EAR,"[""ENT""]",false,không chảy dịch tai,vi,SYNTHETIC_UNVALIDATED
SYM-010-17,EAR_DISCHARGE,Chảy dịch tai,dịch vàng ttrong tai nhiều,dich vang ttrong tai nhieu,EAR,"[""ENT""]",false,không chảy dịch tai,vi,SYNTHETIC_UNVALIDATED
SYM-010-18,EAR_DISCHARGE,Chảy dịch tai,tai ướt dịch liên tục,tai uot dich lien tuc,EAR,"[""ENT""]",false,không chảy dịch tai,vi,SYNTHETIC_UNVALIDATED
SYM-010-19,EAR_DISCHARGE,Chảy dịch tai,chảy dịch tai từng lúc,chay dich tai tung luc,EAR,"[""ENT""]",false,không chảy dịch tai,vi,SYNTHETIC_UNVALIDATED
SYM-010-20,EAR_DISCHARGE,Chảy dịch tai,bị ccó mủ ở tai,bi cco mu o tai,EAR,"[""ENT""]",false,không chảy dịch tai,vi,SYNTHETIC_UNVALIDATED
SYM-011-01,HEARING_LOSS,Nghe kém,bi u tai kho nghe,bi u tai kho nghe,EAR,"[""ENT""]",false,không nghe kém,vi,SYNTHETIC_UNVALIDATED
SYM-011-02,HEARING_LOSS,Nghe kém,tôi ngh không rõ,toi ngh khong ro,EAR,"[""ENT""]",false,không nghe kém,vi,SYNTHETIC_UNVALIDATED
SYM-011-03,HEARING_LOSS,Nghe kém,hay giảm thính lực,hay giam thinh luc,EAR,"[""ENT""]",false,không nghe kém,vi,SYNTHETIC_UNVALIDATED
SYM-011-04,HEARING_LOSS,Nghe kém,cảm giác tai nghe nhỏ,cam giac tai nghe nho,EAR,"[""ENT""]",false,không nghe kém,vi,SYNTHETIC_UNVALIDATED
SYM-011-05,HEARING_LOSS,Nghe kém,nghe kem may hom nay,nghe kem may hom nay,EAR,"[""ENT""]",false,không nghe kém,vi,SYNTHETIC_UNVALIDATED
SYM-011-06,HEARING_LOSS,Nghe kém,ù ta khó nghe nhẹ,u ta kho nghe nhe,EAR,"[""ENT""]",false,không nghe kém,vi,SYNTHETIC_UNVALIDATED
SYM-011-07,HEARING_LOSS,Nghe kém,nghe không rõ nhiều,nghe khong ro nhieu,EAR,"[""ENT""]",false,không nghe kém,vi,SYNTHETIC_UNVALIDATED
SYM-011-08,HEARING_LOSS,Nghe kém,giảm thính lực liên tục,giam thinh luc lien tuc,EAR,"[""ENT""]",false,không nghe kém,vi,SYNTHETIC_UNVALIDATED
SYM-011-09,HEARING_LOSS,Nghe kém,tai nghe nho tung luc,tai nghe nho tung luc,EAR,"[""ENT""]",false,không nghe kém,vi,SYNTHETIC_UNVALIDATED
SYM-011-10,HEARING_LOSS,Nghe kém,nghe ékm,nghe ekm,EAR,"[""ENT""]",false,không nghe kém,vi,SYNTHETIC_UNVALIDATED
SYM-011-11,HEARING_LOSS,Nghe kém,ù tai khó nghe,u tai kho nghe,EAR,"[""ENT""]",false,không nghe kém,vi,SYNTHETIC_UNVALIDATED
SYM-011-12,HEARING_LOSS,Nghe kém,tôi nghe không rõ,toi nghe khong ro,EAR,"[""ENT""]",false,không nghe kém,vi,SYNTHETIC_UNVALIDATED
SYM-011-13,HEARING_LOSS,Nghe kém,hay giam thinh luc,hay giam thinh luc,EAR,"[""ENT""]",false,không nghe kém,vi,SYNTHETIC_UNVALIDATED
SYM-011-14,HEARING_LOSS,Nghe kém,cảm giác tai ngh nhỏ,cam giac tai ngh nho,EAR,"[""ENT""]",false,không nghe kém,vi,SYNTHETIC_UNVALIDATED
SYM-011-15,HEARING_LOSS,Nghe kém,nghe kém mấy hôm nay,nghe kem may hom nay,EAR,"[""ENT""]",false,không nghe kém,vi,SYNTHETIC_UNVALIDATED
SYM-011-16,HEARING_LOSS,Nghe kém,ù tai khó nghe nhẹ,u tai kho nghe nhe,EAR,"[""ENT""]",false,không nghe kém,vi,SYNTHETIC_UNVALIDATED
SYM-011-17,HEARING_LOSS,Nghe kém,nghe khong ro nhieu,nghe khong ro nhieu,EAR,"[""ENT""]",false,không nghe kém,vi,SYNTHETIC_UNVALIDATED
SYM-011-18,HEARING_LOSS,Nghe kém,giảm thính lực liên ục,giam thinh luc lien uc,EAR,"[""ENT""]",false,không nghe kém,vi,SYNTHETIC_UNVALIDATED
SYM-011-19,HEARING_LOSS,Nghe kém,tai nghe nhỏ từng lúc,tai nghe nho tung luc,EAR,"[""ENT""]",false,không nghe kém,vi,SYNTHETIC_UNVALIDATED
SYM-011-20,HEARING_LOSS,Nghe kém,nghe kém,nghe kem,EAR,"[""ENT""]",false,không nghe kém,vi,SYNTHETIC_UNVALIDATED
SYM-012-01,NASAL_CONGESTION,Nghẹt mũi,toi tac mui,toi tac mui,NOSE,"[""ENT""]",false,không nghẹt mũi,vi,SYNTHETIC_UNVALIDATED
SYM-012-02,NASAL_CONGESTION,Nghẹt mũi,hay khó thở bnằg mũi,hay kho tho bnag mui,NOSE,"[""ENT""]",false,không nghẹt mũi,vi,SYNTHETIC_UNVALIDATED
SYM-012-03,NASAL_CONGESTION,Nghẹt mũi,cảm giác mũi bí,cam giac mui bi,NOSE,"[""ENT""]",false,không nghẹt mũi,vi,SYNTHETIC_UNVALIDATED
SYM-012-04,NASAL_CONGESTION,Nghẹt mũi,ngạt mũi mấy hôm nay,ngat mui may hom nay,NOSE,"[""ENT""]",false,không nghẹt mũi,vi,SYNTHETIC_UNVALIDATED
SYM-012-05,NASAL_CONGESTION,Nghẹt mũi,nghet mui nhe,nghet mui nhe,NOSE,"[""ENT""]",false,không nghẹt mũi,vi,SYNTHETIC_UNVALIDATED
SYM-012-06,NASAL_CONGESTION,Nghẹt mũi,tắc mũũi nhiều,tac muui nhieu,NOSE,"[""ENT""]",false,không nghẹt mũi,vi,SYNTHETIC_UNVALIDATED
SYM-012-07,NASAL_CONGESTION,Nghẹt mũi,khó thở bằng mũi liên tục,kho tho bang mui lien tuc,NOSE,"[""ENT""]",false,không nghẹt mũi,vi,SYNTHETIC_UNVALIDATED
SYM-012-08,NASAL_CONGESTION,Nghẹt mũi,mũi bị bí từng lúc,mui bi bi tung luc,NOSE,"[""ENT""]",false,không nghẹt mũi,vi,SYNTHETIC_UNVALIDATED
SYM-012-09,NASAL_CONGESTION,Nghẹt mũi,ngat mui,ngat mui,NOSE,"[""ENT""]",false,không nghẹt mũi,vi,SYNTHETIC_UNVALIDATED
SYM-012-10,NASAL_CONGESTION,Nghẹt mũi,bị nghẹtt mũi,bi nghett mui,NOSE,"[""ENT""]",false,không nghẹt mũi,vi,SYNTHETIC_UNVALIDATED
SYM-012-11,NASAL_CONGESTION,Nghẹt mũi,tắc mũi,tac mui,NOSE,"[""ENT""]",false,không nghẹt mũi,vi,SYNTHETIC_UNVALIDATED
SYM-012-12,NASAL_CONGESTION,Nghẹt mũi,hay khó thở bằng mũi,hay kho tho bang mui,NOSE,"[""ENT""]",false,không nghẹt mũi,vi,SYNTHETIC_UNVALIDATED
SYM-012-13,NASAL_CONGESTION,Nghẹt mũi,cam giac mui bi bi,cam giac mui bi bi,NOSE,"[""ENT""]",false,không nghẹt mũi,vi,SYNTHETIC_UNVALIDATED
SYM-012-14,NASAL_CONGESTION,Nghẹt mũi,ngạt mũii mấy hôm nay,ngat muii may hom nay,NOSE,"[""ENT""]",false,không nghẹt mũi,vi,SYNTHETIC_UNVALIDATED
SYM-012-15,NASAL_CONGESTION,Nghẹt mũi,nghẹt mũi nhẹ,nghet mui nhe,NOSE,"[""ENT""]",false,không nghẹt mũi,vi,SYNTHETIC_UNVALIDATED
SYM-012-16,NASAL_CONGESTION,Nghẹt mũi,tắc mũi nhiều,tac mui nhieu,NOSE,"[""ENT""]",false,không nghẹt mũi,vi,SYNTHETIC_UNVALIDATED
SYM-012-17,NASAL_CONGESTION,Nghẹt mũi,kho tho bang mui lien tuc,kho tho bang mui lien tuc,NOSE,"[""ENT""]",false,không nghẹt mũi,vi,SYNTHETIC_UNVALIDATED
SYM-012-18,NASAL_CONGESTION,Nghẹt mũi,mũi bị b từng lúc,mui bi b tung luc,NOSE,"[""ENT""]",false,không nghẹt mũi,vi,SYNTHETIC_UNVALIDATED
SYM-012-19,NASAL_CONGESTION,Nghẹt mũi,ngạt mũi,ngat mui,NOSE,"[""ENT""]",false,không nghẹt mũi,vi,SYNTHETIC_UNVALIDATED
SYM-012-20,NASAL_CONGESTION,Nghẹt mũi,bị nghẹt mũi,bi nghet mui,NOSE,"[""ENT""]",false,không nghẹt mũi,vi,SYNTHETIC_UNVALIDATED
SYM-013-01,SORE_THROAT,Đau họng,hay rat hong,hay rat hong,THROAT,"[""ENT"",""RESP""]",false,không đau họng,vi,SYNTHETIC_UNVALIDATED
SYM-013-02,SORE_THROAT,Đau họng,cảm gáic nuốt đau,cam gaic nuot dau,THROAT,"[""ENT"",""RESP""]",false,không đau họng,vi,SYNTHETIC_UNVALIDATED
SYM-013-03,SORE_THROAT,Đau họng,họng rát mấy hôm nay,hong rat may hom nay,THROAT,"[""ENT"",""RESP""]",false,không đau họng,vi,SYNTHETIC_UNVALIDATED
SYM-013-04,SORE_THROAT,Đau họng,khó chịu trong họng nhẹ,kho chiu trong hong nhe,THROAT,"[""ENT"",""RESP""]",false,không đau họng,vi,SYNTHETIC_UNVALIDATED
SYM-013-05,SORE_THROAT,Đau họng,dau hong nhieu,dau hong nhieu,THROAT,"[""ENT"",""RESP""]",false,không đau họng,vi,SYNTHETIC_UNVALIDATED
SYM-013-06,SORE_THROAT,Đau họng,rát họng liên tục,rat hong lien tuc,THROAT,"[""ENT"",""RESP""]",false,không đau họng,vi,SYNTHETIC_UNVALIDATED
SYM-013-07,SORE_THROAT,Đau họng,nuốt đau từng lúc,nuot dau tung luc,THROAT,"[""ENT"",""RESP""]",false,không đau họng,vi,SYNTHETIC_UNVALIDATED
SYM-013-08,SORE_THROAT,Đau họng,họng bị rát,hong bi rat,THROAT,"[""ENT"",""RESP""]",false,không đau họng,vi,SYNTHETIC_UNVALIDATED
SYM-013-09,SORE_THROAT,Đau họng,bi kho chiu trong hong,bi kho chiu trong hong,THROAT,"[""ENT"",""RESP""]",false,không đau họng,vi,SYNTHETIC_UNVALIDATED
SYM-013-10,SORE_THROAT,Đau họng,tôi đau họng,toi dau hong,THROAT,"[""ENT"",""RESP""]",false,không đau họng,vi,SYNTHETIC_UNVALIDATED
SYM-013-11,SORE_THROAT,Đau họng,hay rát họng,hay rat hong,THROAT,"[""ENT"",""RESP""]",false,không đau họng,vi,SYNTHETIC_UNVALIDATED
SYM-013-12,SORE_THROAT,Đau họng,cảm giác nuốt đau,cam giac nuot dau,THROAT,"[""ENT"",""RESP""]",false,không đau họng,vi,SYNTHETIC_UNVALIDATED
SYM-013-13,SORE_THROAT,Đau họng,hong bi rat may hom nay,hong bi rat may hom nay,THROAT,"[""ENT"",""RESP""]",false,không đau họng,vi,SYNTHETIC_UNVALIDATED
SYM-013-14,SORE_THROAT,Đau họng,khó chịu trong ọhng nhẹ,kho chiu trong ohng nhe,THROAT,"[""ENT"",""RESP""]",false,không đau họng,vi,SYNTHETIC_UNVALIDATED
SYM-013-15,SORE_THROAT,Đau họng,đau họng nhiều,dau hong nhieu,THROAT,"[""ENT"",""RESP""]",false,không đau họng,vi,SYNTHETIC_UNVALIDATED
SYM-013-16,SORE_THROAT,Đau họng,nuot dau tung luc,nuot dau tung luc,THROAT,"[""ENT"",""RESP""]",false,không đau họng,vi,SYNTHETIC_UNVALIDATED
SYM-013-17,SORE_THROAT,Đau họng,khó chịu trong họng,kho chiu trong hong,THROAT,"[""ENT"",""RESP""]",false,không đau họng,vi,SYNTHETIC_UNVALIDATED
SYM-013-18,SORE_THROAT,Đau họng,cảm giác nuốt đauu,cam giac nuot dauu,THROAT,"[""ENT"",""RESP""]",false,không đau họng,vi,SYNTHETIC_UNVALIDATED
SYM-013-19,SORE_THROAT,Đau họng,rát họng lin tục,rat hong lin tuc,THROAT,"[""ENT"",""RESP""]",false,không đau họng,vi,SYNTHETIC_UNVALIDATED
SYM-013-20,SORE_THROAT,Đau họng,ôti đau họng,oti dau hong,THROAT,"[""ENT"",""RESP""]",false,không đau họng,vi,SYNTHETIC_UNVALIDATED
SYM-014-01,HOARSENESS,Khàn tiếng,cam giac mat tieng,cam giac mat tieng,THROAT,"[""ENT""]",false,không khàn tiếng,vi,SYNTHETIC_UNVALIDATED
SYM-014-02,HOARSENESS,Khàn tiếng,giọng khàn mấy hô nay,giong khan may ho nay,THROAT,"[""ENT""]",false,không khàn tiếng,vi,SYNTHETIC_UNVALIDATED
SYM-014-03,HOARSENESS,Khàn tiếng,nói rè nhẹ,noi re nhe,THROAT,"[""ENT""]",false,không khàn tiếng,vi,SYNTHETIC_UNVALIDATED
SYM-014-04,HOARSENESS,Khàn tiếng,giọng yếu nhiều,giong yeu nhieu,THROAT,"[""ENT""]",false,không khàn tiếng,vi,SYNTHETIC_UNVALIDATED
SYM-014-05,HOARSENESS,Khàn tiếng,khan tieng lien tuc,khan tieng lien tuc,THROAT,"[""ENT""]",false,không khàn tiếng,vi,SYNTHETIC_UNVALIDATED
SYM-014-06,HOARSENESS,Khàn tiếng,mất tinếg từng lúc,mat tineg tung luc,THROAT,"[""ENT""]",false,không khàn tiếng,vi,SYNTHETIC_UNVALIDATED
SYM-014-07,HOARSENESS,Khàn tiếng,giọng khàn,giong khan,THROAT,"[""ENT""]",false,không khàn tiếng,vi,SYNTHETIC_UNVALIDATED
SYM-014-08,HOARSENESS,Khàn tiếng,bị nói bị rè,bi noi bi re,THROAT,"[""ENT""]",false,không khàn tiếng,vi,SYNTHETIC_UNVALIDATED
SYM-014-09,HOARSENESS,Khàn tiếng,toi giong yeu,toi giong yeu,THROAT,"[""ENT""]",false,không khàn tiếng,vi,SYNTHETIC_UNVALIDATED
SYM-014-10,HOARSENESS,Khàn tiếng,hay khàn tếng,hay khan teng,THROAT,"[""ENT""]",false,không khàn tiếng,vi,SYNTHETIC_UNVALIDATED
SYM-014-11,HOARSENESS,Khàn tiếng,cảm giác mất tiếng,cam giac mat tieng,THROAT,"[""ENT""]",false,không khàn tiếng,vi,SYNTHETIC_UNVALIDATED
SYM-014-12,HOARSENESS,Khàn tiếng,giọng khàn mấy hôm nay,giong khan may hom nay,THROAT,"[""ENT""]",false,không khàn tiếng,vi,SYNTHETIC_UNVALIDATED
SYM-014-13,HOARSENESS,Khàn tiếng,noi bi re nhe,noi bi re nhe,THROAT,"[""ENT""]",false,không khàn tiếng,vi,SYNTHETIC_UNVALIDATED
SYM-014-14,HOARSENESS,Khàn tiếng,giọng yế nhiều,giong ye nhieu,THROAT,"[""ENT""]",false,không khàn tiếng,vi,SYNTHETIC_UNVALIDATED
SYM-014-15,HOARSENESS,Khàn tiếng,khàn tiếng liên tục,khan tieng lien tuc,THROAT,"[""ENT""]",false,không khàn tiếng,vi,SYNTHETIC_UNVALIDATED
SYM-014-16,HOARSENESS,Khàn tiếng,mất tiếng từng lúc,mat tieng tung luc,THROAT,"[""ENT""]",false,không khàn tiếng,vi,SYNTHETIC_UNVALIDATED
SYM-014-17,HOARSENESS,Khàn tiếng,giong khan,giong khan,THROAT,"[""ENT""]",false,không khàn tiếng,vi,SYNTHETIC_UNVALIDATED
SYM-014-18,HOARSENESS,Khàn tiếng,bị nói bị rrè,bi noi bi rre,THROAT,"[""ENT""]",false,không khàn tiếng,vi,SYNTHETIC_UNVALIDATED
SYM-014-19,HOARSENESS,Khàn tiếng,giọng yếu,giong yeu,THROAT,"[""ENT""]",false,không khàn tiếng,vi,SYNTHETIC_UNVALIDATED
SYM-014-20,HOARSENESS,Khàn tiếng,hay khàn tiếng,hay khan tieng,THROAT,"[""ENT""]",false,không khàn tiếng,vi,SYNTHETIC_UNVALIDATED
SYM-015-01,SKIN_RASH,Phát ban,noi man do may hom nay,noi man do may hom nay,SKIN,"[""DERM"",""PED""]",false,không phát ban,vi,SYNTHETIC_UNVALIDATED
SYM-015-02,SKIN_RASH,Phát ban,bban da nhẹ,bban da nhe,SKIN,"[""DERM"",""PED""]",false,không phát ban,vi,SYNTHETIC_UNVALIDATED
SYM-015-03,SKIN_RASH,Phát ban,nổi nốt đỏ nhiều,noi not do nhieu,SKIN,"[""DERM"",""PED""]",false,không phát ban,vi,SYNTHETIC_UNVALIDATED
SYM-015-04,SKIN_RASH,Phát ban,da nổi mảng đỏ liên tục,da noi mang do lien tuc,SKIN,"[""DERM"",""PED""]",false,không phát ban,vi,SYNTHETIC_UNVALIDATED
SYM-015-05,SKIN_RASH,Phát ban,phat ban tung luc,phat ban tung luc,SKIN,"[""DERM"",""PED""]",false,không phát ban,vi,SYNTHETIC_UNVALIDATED
SYM-015-06,SKIN_RASH,Phát ban,nổi mmẩn đỏ,noi mman do,SKIN,"[""DERM"",""PED""]",false,không phát ban,vi,SYNTHETIC_UNVALIDATED
