rule_id,required_symptoms_json,optional_symptoms_json,excluded_symptoms_json,age_min,age_max,gender_scope,pregnancy_scope,target_department,target_department_name,alternative_departments_json,default_priority,base_score,requires_review,rule_source,validation_status
RULE-0246,"[""NASAL_CONGESTION"",""SORE_THROAT""]","[""EAR_DISCHARGE"",""HEARING_LOSS""]",[],16,120,ALL,ANY,ENT,Tai Mũi Họng,"[""RESP"",""GENERAL""]",LOW,0.68,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0247,"[""EAR_PAIN""]","[""EAR_DISCHARGE"",""HEARING_LOSS""]","[""DYSPNEA""]",16,80,ALL,ANY,ENT,Tai Mũi Họng,"[""RESP"",""GENERAL""]",HIGH,0.92,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0248,"[""EAR_DISCHARGE""]","[""EAR_PAIN"",""HOARSENESS"",""NASAL_CONGESTION""]","[""VAGINAL_BLEEDING""]",16,120,ALL,ANY,ENT,Tai Mũi Họng,"[""RESP"",""GENERAL""]",NORMAL,0.632,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0249,"[""SORE_THROAT""]","[""EAR_PAIN"",""NASAL_CONGESTION""]","[""VAGINAL_BLEEDING""]",16,120,ALL,ANY,ENT,Tai Mũi Họng,"[""RESP"",""GENERAL""]",NORMAL,0.827,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0250,"[""HEARING_LOSS"",""NASAL_CONGESTION""]","[""EAR_DISCHARGE""]","[""CHEST_PAIN""]",16,80,ALL,ANY,ENT,Tai Mũi Họng,"[""RESP"",""GENERAL""]",NORMAL,0.659,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0251,"[""EAR_PAIN"",""HEARING_LOSS""]","[""EAR_DISCHARGE"",""HOARSENESS"",""SORE_THROAT""]",[],18,100,ALL,ANY,ENT,Tai Mũi Họng,"[""RESP"",""GENERAL""]",HIGH,0.682,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0252,"[""EAR_PAIN"",""SORE_THROAT""]","[""EAR_DISCHARGE"",""HEARING_LOSS"",""HOARSENESS""]",[],18,80,ALL,ANY,ENT,Tai Mũi Họng,"[""RESP"",""GENERAL""]",NORMAL,0.792,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0253,"[""SORE_THROAT""]","[""EAR_DISCHARGE"",""EAR_PAIN""]","[""VAGINAL_BLEEDING""]",18,100,ALL,ANY,ENT,Tai Mũi Họng,"[""RESP"",""GENERAL""]",LOW,0.699,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0254,"[""EAR_DISCHARGE"",""HOARSENESS""]","[""NASAL_CONGESTION""]",[],18,80,ALL,ANY,ENT,Tai Mũi Họng,"[""RESP"",""GENERAL""]",HIGH,0.714,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0255,"[""EAR_DISCHARGE"",""HOARSENESS""]","[""HEARING_LOSS"",""NASAL_CONGESTION"",""SORE_THROAT""]",[],18,80,ALL,ANY,ENT,Tai Mũi Họng,"[""RESP"",""GENERAL""]",NORMAL,0.752,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0256,"[""EAR_PAIN""]","[""EAR_DISCHARGE"",""NASAL_CONGESTION""]",[],18,100,ALL,ANY,ENT,Tai Mũi Họng,"[""RESP"",""GENERAL""]",NORMAL,0.837,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0257,"[""HOARSENESS""]","[""EAR_DISCHARGE""]",[],16,120,ALL,ANY,ENT,Tai Mũi Họng,"[""RESP"",""GENERAL""]",HIGH,0.823,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0258,"[""HEARING_LOSS"",""HOARSENESS""]","[""EAR_PAIN"",""SORE_THROAT""]",[],16,120,ALL,ANY,ENT,Tai Mũi Họng,"[""RESP"",""GENERAL""]",NORMAL,0.718,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0259,"[""HOARSENESS""]","[""EAR_PAIN"",""NASAL_CONGESTION"",""SORE_THROAT""]",[],18,80,ALL,ANY,ENT,Tai Mũi Họng,"[""RESP"",""GENERAL""]",NORMAL,0.854,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0260,"[""EAR_DISCHARGE"",""HOARSENESS""]","[""NASAL_CONGESTION""]","[""CHEST_PAIN""]",18,100,ALL,ANY,ENT,Tai Mũi Họng,"[""RESP"",""GENERAL""]",NORMAL,0.831,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0261,"[""HAIR_LOSS"",""ITCHING""]","[""SKIN_LESION"",""SKIN_RASH""]",[],18,120,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",HIGH,0.722,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0262,"[""HAIR_LOSS"",""ITCHING""]","[""SKIN_LESION"",""SKIN_RASH""]",[],18,100,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.637,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0263,"[""SKIN_LESION""]","[""HAIR_LOSS"",""ITCHING""]",[],18,120,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.695,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0264,"[""HAIR_LOSS""]","[""ITCHING"",""SKIN_LESION"",""SKIN_RASH""]","[""CHEST_PAIN""]",18,80,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",HIGH,0.91,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0265,"[""HAIR_LOSS""]","[""ITCHING"",""SKIN_LESION"",""SKIN_RASH""]","[""LIMB_WEAKNESS""]",18,100,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.682,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0266,"[""HAIR_LOSS""]","[""SKIN_RASH""]",[],16,100,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",HIGH,0.818,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0267,"[""ITCHING""]","[""HAIR_LOSS"",""SKIN_LESION""]",[],16,100,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.675,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0268,"[""HAIR_LOSS"",""ITCHING""]","[""SKIN_LESION"",""SKIN_RASH""]",[],16,80,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.835,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0269,"[""HAIR_LOSS"",""SKIN_LESION""]","[""ITCHING""]",[],16,80,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",HIGH,0.631,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0270,"[""SKIN_LESION""]","[""HAIR_LOSS"",""ITCHING"",""SKIN_RASH""]",[],16,80,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",HIGH,0.696,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0271,"[""HAIR_LOSS""]","[""SKIN_LESION"",""SKIN_RASH""]",[],18,100,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",LOW,0.823,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0272,"[""HAIR_LOSS""]","[""ITCHING"",""SKIN_LESION""]",[],18,80,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.629,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0273,"[""SKIN_LESION"",""SKIN_RASH""]","[""HAIR_LOSS""]","[""VAGINAL_BLEEDING""]",16,80,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.881,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0274,"[""SKIN_LESION"",""SKIN_RASH""]","[""ITCHING""]",[],18,80,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.751,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0275,"[""SKIN_LESION""]","[""HAIR_LOSS"",""ITCHING"",""SKIN_RASH""]",[],16,100,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",HIGH,0.825,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0276,"[""HAIR_LOSS"",""ITCHING""]","[""SKIN_LESION"",""SKIN_RASH""]","[""BLURRED_VISION""]",18,100,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",HIGH,0.711,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0277,"[""SKIN_LESION""]","[""ITCHING"",""SKIN_RASH""]",[],16,80,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.659,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0278,"[""ITCHING""]","[""HAIR_LOSS""]",[],16,80,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",HIGH,0.722,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0279,"[""SKIN_RASH""]","[""HAIR_LOSS"",""ITCHING"",""SKIN_LESION""]",[],18,100,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",HIGH,0.674,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0280,"[""HAIR_LOSS""]","[""ITCHING""]","[""CHEST_PAIN""]",18,80,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",HIGH,0.689,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0281,"[""HAIR_LOSS"",""ITCHING""]","[""SKIN_LESION"",""SKIN_RASH""]","[""BLURRED_VISION""]",16,80,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.628,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0282,"[""ITCHING"",""SKIN_RASH""]","[""HAIR_LOSS""]","[""DYSPNEA""]",18,120,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.667,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0283,"[""HAIR_LOSS""]","[""SKIN_RASH""]",[],16,120,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",HIGH,0.713,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0284,"[""HAIR_LOSS""]","[""SKIN_LESION""]","[""DYSPNEA""]",18,80,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.829,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0285,"[""SKIN_LESION""]","[""SKIN_RASH""]","[""VAGINAL_BLEEDING""]",18,120,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",LOW,0.928,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0286,"[""HAIR_LOSS""]","[""ITCHING"",""SKIN_LESION"",""SKIN_RASH""]","[""VAGINAL_BLEEDING""]",18,120,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.793,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0287,"[""SKIN_LESION"",""SKIN_RASH""]","[""ITCHING""]",[],18,120,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",HIGH,0.841,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0288,"[""ITCHING"",""SKIN_LESION""]","[""HAIR_LOSS"",""SKIN_RASH""]",[],18,80,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",LOW,0.676,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0289,"[""HAIR_LOSS"",""SKIN_RASH""]","[""SKIN_LESION""]","[""DYSPNEA""]",18,80,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",LOW,0.725,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0290,"[""HAIR_LOSS""]","[""ITCHING"",""SKIN_RASH""]",[],18,120,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.74,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0291,"[""SKIN_LESION""]","[""HAIR_LOSS"",""ITCHING"",""SKIN_RASH""]",[],16,100,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",LOW,0.821,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0292,"[""ITCHING"",""SKIN_RASH""]","[""HAIR_LOSS"",""SKIN_LESION""]",[],18,120,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",LOW,0.757,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0293,"[""ITCHING""]","[""HAIR_LOSS"",""SKIN_LESION""]",[],18,80,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",HIGH,0.655,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0294,"[""HAIR_LOSS""]","[""ITCHING"",""SKIN_LESION"",""SKIN_RASH""]","[""VAGINAL_BLEEDING""]",18,120,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.744,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0295,"[""HAIR_LOSS""]","[""ITCHING"",""SKIN_LESION"",""SKIN_RASH""]",[],16,120,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",LOW,0.872,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0296,"[""ITCHING""]","[""SKIN_RASH""]",[],16,120,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",HIGH,0.823,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0297,"[""SKIN_LESION""]","[""HAIR_LOSS"",""ITCHING"",""SKIN_RASH""]",[],16,100,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.847,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0298,"[""SKIN_LESION""]","[""HAIR_LOSS"",""ITCHING"",""SKIN_RASH""]",[],18,100,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.779,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0299,"[""HAIR_LOSS"",""SKIN_RASH""]","[""ITCHING"",""SKIN_LESION""]",[],16,120,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.867,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0300,"[""ITCHING""]","[""HAIR_LOSS"",""SKIN_LESION""]",[],16,80,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",LOW,0.736,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0301,"[""HAIR_LOSS""]","[""ITCHING"",""SKIN_LESION""]",[],18,100,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",HIGH,0.686,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0302,"[""HAIR_LOSS"",""SKIN_RASH""]","[""ITCHING"",""SKIN_LESION""]",[],16,120,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.794,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0303,"[""ITCHING""]","[""HAIR_LOSS"",""SKIN_LESION""]",[],16,100,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",HIGH,0.648,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0304,"[""HAIR_LOSS""]","[""ITCHING""]",[],18,80,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",HIGH,0.851,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0305,"[""ITCHING""]","[""SKIN_RASH""]","[""CHEST_PAIN""]",16,80,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.71,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0306,"[""HAIR_LOSS""]","[""ITCHING"",""SKIN_RASH""]",[],16,100,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.872,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0307,"[""ITCHING""]","[""SKIN_LESION"",""SKIN_RASH""]","[""LIMB_WEAKNESS""]",16,100,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",HIGH,0.864,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0308,"[""HAIR_LOSS""]","[""SKIN_LESION""]","[""DYSPNEA""]",16,100,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",LOW,0.623,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0309,"[""SKIN_LESION"",""SKIN_RASH""]","[""HAIR_LOSS"",""ITCHING""]",[],16,80,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",LOW,0.716,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0310,"[""HAIR_LOSS"",""ITCHING""]","[""SKIN_LESION"",""SKIN_RASH""]",[],18,100,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.876,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0311,"[""HAIR_LOSS"",""SKIN_LESION""]","[""ITCHING""]","[""CHEST_PAIN""]",18,80,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",HIGH,0.846,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0312,"[""SKIN_RASH""]","[""HAIR_LOSS"",""ITCHING""]","[""LIMB_WEAKNESS""]",18,100,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",HIGH,0.928,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0313,"[""ITCHING"",""SKIN_RASH""]","[""HAIR_LOSS""]","[""LIMB_WEAKNESS""]",18,120,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.904,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0314,"[""SKIN_LESION""]","[""SKIN_RASH""]","[""CHEST_PAIN""]",16,100,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.816,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0315,"[""ITCHING""]","[""SKIN_LESION"",""SKIN_RASH""]",[],18,100,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.765,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0316,"[""HAIR_LOSS""]","[""SKIN_RASH""]",[],16,120,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",HIGH,0.826,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0317,"[""ITCHING""]","[""HAIR_LOSS""]",[],16,80,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",LOW,0.683,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0318,"[""HAIR_LOSS"",""ITCHING""]","[""SKIN_LESION"",""SKIN_RASH""]","[""LIMB_WEAKNESS""]",18,100,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.925,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0319,"[""SKIN_LESION""]","[""HAIR_LOSS""]",[],18,80,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.654,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0320,"[""ITCHING"",""SKIN_LESION""]","[""SKIN_RASH""]",[],16,80,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",LOW,0.857,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0321,"[""SKIN_LESION""]","[""ITCHING"",""SKIN_RASH""]",[],16,80,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.831,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0322,"[""HAIR_LOSS"",""ITCHING""]","[""SKIN_LESION"",""SKIN_RASH""]","[""BLURRED_VISION""]",18,80,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",HIGH,0.751,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0323,"[""HAIR_LOSS""]","[""SKIN_RASH""]",[],18,80,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",LOW,0.632,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0324,"[""HAIR_LOSS""]","[""ITCHING"",""SKIN_LESION"",""SKIN_RASH""]",[],18,100,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",LOW,0.895,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0325,"[""SKIN_LESION""]","[""HAIR_LOSS""]",[],18,100,ALL,ANY,DERM,Da liễu,"[""GENERAL"",""ENDO""]",NORMAL,0.662,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0326,"[""WHEEZING""]","[""COUGH"",""DIARRHEA""]",[],0,15,ALL,NA,PED,Nhi khoa,"[""ER"",""ENT""]",HIGH,0.838,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0327,"[""WHEEZING""]","[""COUGH""]",[],0,15,ALL,NA,PED,Nhi khoa,"[""ER"",""ENT""]",LOW,0.795,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0328,"[""FEVER""]","[""COUGH"",""DIARRHEA"",""SKIN_RASH""]",[],0,15,ALL,NA,PED,Nhi khoa,"[""ER"",""ENT""]",NORMAL,0.623,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0329,"[""WHEEZING""]","[""COUGH"",""FEVER"",""SKIN_RASH""]",[],0,15,ALL,NA,PED,Nhi khoa,"[""ER"",""ENT""]",NORMAL,0.811,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0330,"[""DIARRHEA"",""VOMITING""]","[""COUGH""]",[],0,15,ALL,NA,PED,Nhi khoa,"[""ER"",""ENT""]",LOW,0.636,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0331,"[""DIARRHEA""]","[""COUGH"",""SKIN_RASH""]",[],0,15,ALL,NA,PED,Nhi khoa,"[""ER"",""ENT""]",HIGH,0.725,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0332,"[""FEVER""]","[""COUGH"",""DIARRHEA"",""SKIN_RASH""]",[],0,15,ALL,NA,PED,Nhi khoa,"[""ER"",""ENT""]",HIGH,0.84,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0333,"[""FEVER""]","[""DIARRHEA""]",[],0,15,ALL,NA,PED,Nhi khoa,"[""ER"",""ENT""]",NORMAL,0.879,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0334,"[""COUGH"",""FEVER""]","[""DIARRHEA""]",[],0,15,ALL,NA,PED,Nhi khoa,"[""ER"",""ENT""]",NORMAL,0.878,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0335,"[""FEVER"",""SKIN_RASH""]","[""DIARRHEA"",""VOMITING""]",[],0,15,ALL,NA,PED,Nhi khoa,"[""ER"",""ENT""]",NORMAL,0.755,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0336,"[""DIARRHEA"",""WHEEZING""]","[""COUGH""]",[],0,15,ALL,NA,PED,Nhi khoa,"[""ER"",""ENT""]",HIGH,0.759,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0337,"[""COUGH"",""WHEEZING""]","[""VOMITING""]","[""BLURRED_VISION""]",0,15,ALL,NA,PED,Nhi khoa,"[""ER"",""ENT""]",LOW,0.731,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0338,"[""WHEEZING""]","[""SKIN_RASH"",""VOMITING""]","[""BLURRED_VISION""]",0,15,ALL,NA,PED,Nhi khoa,"[""ER"",""ENT""]",HIGH,0.662,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0339,"[""SKIN_RASH""]","[""COUGH""]",[],0,15,ALL,NA,PED,Nhi khoa,"[""ER"",""ENT""]",NORMAL,0.788,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0340,"[""COUGH"",""FEVER""]","[""SKIN_RASH"",""VOMITING""]",[],0,15,ALL,NA,PED,Nhi khoa,"[""ER"",""ENT""]",LOW,0.808,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0341,"[""WHEEZING""]","[""DIARRHEA"",""SKIN_RASH""]",[],0,15,ALL,NA,PED,Nhi khoa,"[""ER"",""ENT""]",NORMAL,0.878,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0342,"[""COUGH""]","[""DIARRHEA""]",[],0,15,ALL,NA,PED,Nhi khoa,"[""ER"",""ENT""]",HIGH,0.819,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0343,"[""DIARRHEA"",""WHEEZING""]","[""COUGH"",""FEVER"",""VOMITING""]",[],0,15,ALL,NA,PED,Nhi khoa,"[""ER"",""ENT""]",HIGH,0.685,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0344,"[""COUGH""]","[""WHEEZING""]",[],0,15,ALL,NA,PED,Nhi khoa,"[""ER"",""ENT""]",NORMAL,0.834,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
